class	motif	id	enr	q	tp	fp
Dip and recovery	ZNF213	MA2121.1	1.22	4.67e-63	5033	8741
Dip and recovery	ZNF281	MA1630.3	1.32	3.18e-62	3652	5859
Dip and recovery	CREB3L4	MA1475.2	1.3	5.5e-62	3849	6262
Dip and recovery	ERF	MA0760.2	1.17	6.21e-62	5844	10572
Dip and recovery	TFAP2C	MA0524.3	1.25	6.83e-61	4461	7549
Dip and recovery	OVOL2	MA1545.2	1.45	1.23e-59	2522	3695
Dip and recovery	E2F2	MA0864.3	1.31	1.68e-59	3710	6018
Dip and recovery	ZNF692	MA1986.2	1.35	1.91e-59	3309	5216
Dip and recovery	ZNF669	MA1985.1	1.41	3.99e-59	2725	4086
Dip and recovery	SPDEF	MA0686.2	1.35	2.42e-58	3184	4986
Dip and recovery	ETV2	MA0762.2	1.24	1.23e-56	4473	7644
Dip and recovery	ZNF263	MA0528.3	1.44	9.1e-56	2418	3552
Dip and recovery	IKZF2	MA2326.1	1.25	1.88e-55	4304	7308
Dip and recovery	ELK1::HOXB13	MA1932.2	1.51	3.24e-54	2011	2822
Dip and recovery	ZNF740	MA0753.3	1.34	2.49e-52	3082	4877
Dip and recovery	KLF4	MA0039.5	1.14	2.52e-52	6153	11443
Dip and recovery	SOHLH2	MA1560.2	1.36	5.94e-52	2922	4570
Dip and recovery	ETV2::FIGLA	MA1941.2	1.22	1.19e-51	4631	8065
Dip and recovery	TFAP2E	MA1569.2	1.58	1.65e-50	1623	2174
Dip and recovery	ARNT2	MA1464.2	1.38	4e-50	2617	4009
Dip and recovery	PRDM9	MA1723.2	1.32	1.97e-49	3171	5099
Dip and recovery	Arnt	MA0004.1	1.4	2.8e-49	2475	3751
Dip and recovery	ZNF770	MA2099.1	1.26	2.86e-49	3834	6439
Dip and recovery	ZBED2	MA1971.2	1.12	6.62e-49	6435	12165
Dip and recovery	ZNF530	MA1981.2	1.27	4.2e-48	3743	6273
Dip and recovery	E2F4	MA0470.3	1.35	1.11e-45	2722	4280
Dip and recovery	ETV3	MA0763.2	1.51	5.73e-44	1681	2357
Dip and recovery	CREB3	MA0638.2	1.37	3.48e-43	2463	3821
Dip and recovery	XBP1	MA0844.2	1.91	1.36e-42	818	907
Dip and recovery	ZNF320	MA1976.2	1.21	2.3e-42	4269	7469
Dip and recovery	ZNF701	MA1987.2	1.17	4.86e-42	5015	9071
Dip and recovery	KLF9	MA1107.3	1.21	4.51e-41	4287	7532
Dip and recovery	Erg	MA0474.4	1.38	8.18e-41	2270	3491
Dip and recovery	EHF	MA0598.4	1.45	1.57e-40	1849	2709
Dip and recovery	Creb3l2	MA0608.1	1.43	8.53e-40	1891	2797
Dip and recovery	ZNF682	MA1599.2	1.23	3.86e-39	3718	6387
Dip and recovery	TFAP2A	MA0003.5	1.27	4.19e-39	3247	5431
Dip and recovery	Neurod2	MA1993.2	1.3	9.46e-39	2881	4709
Dip and recovery	Olig2	MA1997.2	1.3	9.46e-39	2881	4709
Dip and recovery	Twist2	MA0633.3	1.3	9.46e-39	2881	4709
Dip and recovery	GMEB2	MA0862.1	1.49	1.59e-38	1584	2255
Dip and recovery	Npas4	MA1995.2	1.2	1.64e-38	4273	7554
Dip and recovery	ZFP14	MA1972.1	1.25	9.05e-38	3340	5644
Dip and recovery	KLF5	MA0599.1	2.01	1.29e-37	648	685
Dip and recovery	MAX	MA0058.4	1.7	9.47e-37	977	1220
Dip and recovery	ZNF343	MA1711.2	1.42	1.15e-36	1811	2696
Dip and recovery	RFX7	MA1554.2	1.12	1.31e-36	6008	11394
Dip and recovery	HEY2	MA0649.2	1.36	1.47e-36	2214	3454
Dip and recovery	Zfx	MA0146.3	1.3	1.5e-36	2734	4460
Dip and recovery	Zfp961	MA2126.1	1.16	1.9e-35	4997	9167
Dip and recovery	ETV5::FIGLA	MA1945.2	1.17	2.21e-35	4636	8390
Dip and recovery	HOXB2::ELK1	MA1957.1	1.72	1e-33	870	1074
Dip and recovery	BHLHE40	MA0464.3	1.19	7.76e-32	4043	7213
Dip and recovery	KLF17	MA1514.2	1.13	6.56e-31	5329	9993
Dip and recovery	ETV1	MA0761.3	1.4	8.76e-31	1672	2530
Dip and recovery	ERF::FOXI1	MA1935.2	1.85	2e-29	617	706
Dip and recovery	FOSL1::JUND	MA1143.2	1.4	3.16e-29	1632	2481
Dip and recovery	ETV2::FOXI1	MA1942.2	1.47	1.18e-28	1268	1825
Dip and recovery	Arntl	MA0603.2	1.31	2.39e-28	2180	3535
Dip and recovery	SP8	MA0747.2	1.53	6e-28	1071	1485
Dip and recovery	ZNF257	MA1710.2	1.11	1.44e-27	5786	11086
Dip and recovery	VEZF1	MA1578.2	1.44	3.76e-27	1332	1963
Dip and recovery	MEIS1	MA0498.3	1.14	6.18e-27	4699	8718
Dip and recovery	ERF::FIGLA	MA1934.2	1.29	8.77e-27	2258	3717
Dip and recovery	GABPA	MA0062.4	1.46	4.69e-26	1220	1777
Dip and recovery	FEZF2	MA2341.1	1.09	1.08e-25	6062	11753
Dip and recovery	FOXJ2::ELF1	MA1952.2	1.48	1.36e-25	1127	1617
Dip and recovery	ELK1::HOXA1	MA1931.1	2.12	1.57e-25	389	389
Dip and recovery	TFAP2C	MA0815.1	1.4	2.67e-25	1406	2128
Dip and recovery	BHLHE22	MA1635.2	1.24	3.76e-25	2653	4529
Dip and recovery	SMAD2	MA1964.2	1.29	4.27e-25	2161	3563
Dip and recovery	ZNF135	MA1587.1	1.17	3.9e-24	3771	6829
Dip and recovery	CREM	MA0609.3	1.31	7.5e-24	1845	2979
Dip and recovery	ZKSCAN5	MA1652.2	1.14	1.32e-23	4607	8606
Dip and recovery	ZNF417	MA1727.2	1.13	3.47e-23	4656	8722
Dip and recovery	JUNB	MA1140.3	1.49	4.23e-23	996	1420
Dip and recovery	ZNF574	MA1982.2	1.17	1.95e-22	3652	6626
Dip and recovery	ZNF175	MA2332.1	1.31	4.14e-22	1751	2834
Dip and recovery	ZNF816	MA1719.2	1.17	5.37e-21	3503	6356
Dip and recovery	TFAP2B	MA0813.1	1.31	7.75e-21	1670	2705
Dip and recovery	ELF1	MA0473.4	1.38	3.28e-20	1232	1894
Dip and recovery	MAFA	MA1521.2	1.15	3.99e-20	3883	7170
Dip and recovery	TFAP2A	MA0872.1	1.51	4.34e-20	817	1147
Dip and recovery	Thap11	MA1573.2	5.09	1.01e-19	95	39
Dip and recovery	BHLHE41	MA0636.1	1.52	1.16e-19	773	1076
Dip and recovery	ZNF524	MA2096.1	1.15	4.67e-19	3798	7023
Dip and recovery	PLAG1	MA0163.1	1.24	4.93e-19	2214	3802
Dip and recovery	Spi1	MA0080.7	1.17	6.9e-19	3222	5836
Dip and recovery	CREB3L1	MA0839.2	1.34	3.62e-18	1312	2081
Dip and recovery	MYC	MA0147.4	1.41	3.91e-18	1009	1521
Dip and recovery	SPIB	MA0081.3	1.1	1.45e-17	5057	9747
Dip and recovery	FLI1::DRGX	MA1949.2	1.42	4.5e-17	910	1359
Dip and recovery	MLX	MA0663.1	1.28	1.86e-16	1549	2567
Dip and recovery	MNT	MA0825.2	1.24	3.6e-16	1856	3169
Dip and recovery	PAX1	MA0779.2	1.44	8.59e-16	779	1144
Dip and recovery	NR2C2	MA0504.2	1.13	9.05e-16	3890	7316
Dip and recovery	PAX3	MA1546.2	1.15	1.37e-15	3184	5855
Dip and recovery	FOXO1::ELK1	MA1954.2	1.99	1.62e-15	266	283
Dip and recovery	FOS	MA1951.2	1.71	1.75e-15	405	503
Dip and recovery	FOS::JUN	MA1126.2	1.58	2.19e-15	525	705
Dip and recovery	NFYB	MA0502.3	1.75	8.09e-15	357	432
Dip and recovery	ATF7	MA0834.2	1.44	3.47e-14	712	1050
Dip and recovery	ETV5::FOXI1	MA1946.2	1.08	3.64e-14	5622	11090
Dip and recovery	FLI1::FOXI1	MA1950.2	1.48	5.01e-14	624	896
Dip and recovery	OSR1	MA1542.2	1.07	6.3e-14	5720	11314
Dip and recovery	NFYC	MA1644.2	1.58	6.9e-14	472	634
Dip and recovery	SMAD5	MA1557.1	1.28	9.57e-14	1312	2175
Dip and recovery	JDP2	MA0656.2	1.47	1.2e-13	615	886
Dip and recovery	IKZF1	MA1508.2	1.63	1.28e-13	412	536
Dip and recovery	Creb5	MA0840.2	1.35	2.68e-13	911	1429
Dip and recovery	FOXO1::ELK3	MA1955.2	2.01	2.84e-13	220	232
Dip and recovery	Zfp335	MA2002.2	1.06	3.1e-13	6264	12548
Dip and recovery	ZNF449	MA1656.2	1.09	1e-12	4566	8853
Dip and recovery	TGIF2LY	MA1572.1	1.17	2.49e-12	2277	4113
Dip and recovery	NFYA	MA0060.4	1.42	2.64e-12	651	972
Dip and recovery	MYB	MA0100.4	1.21	3.24e-12	1760	3086
Dip and recovery	ERF::FOXO1	MA1936.2	1.43	5.13e-12	616	914
Dip and recovery	ZBED1	MA0749.2	1.73	8.9e-12	289	354
Dip and recovery	ZFP42	MA1651.2	1.52	9.28e-12	454	632
Dip and recovery	PROX1	MA0794.1	1.19	1.22e-11	1943	3466
Dip and recovery	RUNX2	MA0511.2	1.06	1.55e-11	5824	11627
Dip and recovery	GLIS2	MA0736.1	1.43	2.23e-11	586	871
Dip and recovery	RARB	MA1552.2	1.09	2.69e-11	4242	8218
Dip and recovery	Gli2	MA0734.4	1.05	5.5e-11	6265	12626
Dip and recovery	NR1I2	MA1533.2	1.11	9.47e-11	3466	6608
Dip and recovery	TFE3	MA0831.3	2.94	1.69e-10	85	61
Dip and recovery	FOSB::JUN	MA1127.1	2.07	1.7e-10	159	163
Dip and recovery	NFATC3	MA0625.3	1.79	2.22e-10	229	272
Dip and recovery	FOXO1::ELF1	MA1953.2	1.48	2.59e-10	452	650
Dip and recovery	TGIF2LX	MA1571.1	1.06	6.68e-10	5617	11235
Dip and recovery	ZKSCAN3	MA1973.2	1.09	1.09e-09	3901	7563
Dip and recovery	KLF13	MA0657.2	1.68	1.57e-09	253	320
Dip and recovery	TFEB	MA0692.2	2.11	1.6e-09	137	138
Dip and recovery	FOSL1::JUN	MA1129.1	2.47	2.07e-09	99	85
Dip and recovery	TFEC	MA0871.3	1.88	2.39e-09	177	200
Dip and recovery	JUN::JUNB	MA1133.2	1.1	2.61e-09	3543	6828
Dip and recovery	INSM1	MA0155.1	1.09	4.61e-09	4026	7854
Dip and recovery	TCF12	MA1648.2	1.04	4.86e-09	6721	13721
Dip and recovery	ETV5::DRGX	MA1944.2	1.38	5.15e-09	546	841
Dip and recovery	MEIS3	MA0775.2	1.1	5.5e-09	3300	6335
Dip and recovery	ERF::HOXB13	MA1937.2	1.03	5.92e-09	6971	14293
Dip and recovery	SREBF1	MA0595.1	1.09	6.38e-09	3658	7086
Dip and recovery	RXRG	MA1556.1	1.27	1.11e-08	849	1414
Dip and recovery	ETV5::HOXA2	MA1948.2	1.17	1.37e-08	1634	2950
Dip and recovery	ATF6	MA1466.2	1.65	1.37e-08	236	303
Dip and recovery	HES6	MA1493.1	1.21	1.42e-08	1223	2139
Dip and recovery	FOXO1::FLI1	MA1956.2	1.98	1.6e-08	139	149
Dip and recovery	USF2	MA0526.5	2.1	1.75e-08	120	121
Dip and recovery	Ikzf3	MA1992.2	1.02	2.24e-08	7444	15410
Dip and recovery	SPIC	MA0687.2	1.13	2.24e-08	2425	4556
Dip and recovery	MLXIPL	MA0664.2	1.2	5.19e-08	1233	2176
Dip and recovery	TP73	MA0861.2	1.16	5.69e-08	1686	3076
Dip and recovery	ERF::NHLH1	MA1938.2	1.34	6.04e-08	562	892
Dip and recovery	FOSB::JUNB	MA1136.1	2.32	6.51e-08	90	82
Dip and recovery	MITF	MA0620.4	1.85	8.79e-08	149	171
Dip and recovery	GCM2	MA0767.2	1.07	1.25e-07	4331	8568
Dip and recovery	Elf5	MA0136.4	1.13	1.27e-07	2218	4165
Dip and recovery	ETV2::DRGX	MA1940.2	1.24	1.65e-07	872	1489
Dip and recovery	SREBF2	MA0828.3	1.55	1.67e-07	255	349
Dip and recovery	Mlxip	MA0622.2	1.81	1.98e-07	150	176
Dip and recovery	CLOCK	MA0819.3	1.18	2.33e-07	1335	2399
Dip and recovery	TBX4	MA0806.1	1.02	2.95e-07	7725	16114
Dip and recovery	ZBTB24	MA2330.1	1.14	3.14e-07	1909	3554
Dip and recovery	ZBTB7B	MA0694.2	1.18	3.49e-07	1292	2320
Dip and recovery	ZNF708	MA1730.2	1.05	8.28e-07	5158	10380
Dip and recovery	ZIC4	MA0751.2	1.05	1.53e-06	5534	11207
Dip and recovery	MAF	MA1520.2	1.06	1.75e-06	4338	8642
Dip and recovery	ELF3	MA0640.3	1.34	2.52e-06	425	673
Dip and recovery	EBF3	MA1637.2	1.03	2.84e-06	6520	13383
Dip and recovery	NFIB	MA1643.2	1.1	3.28e-06	2619	5053
Dip and recovery	THRB	MA1575.2	1.25	3.66e-06	675	1148
Dip and recovery	ATF3	MA0605.3	1.56	5.47e-06	192	262
Dip and recovery	FOSL2::JUND	MA1145.2	1.11	6.02e-06	2138	4077
Dip and recovery	FOSL2::JUNB	MA1139.2	1.13	6.04e-06	1793	3374
Dip and recovery	MGA	MA0801.1	1.02	7.27e-06	7415	15421
Dip and recovery	REST	MA0138.3	1.13	7.32e-06	1686	3161
Dip and recovery	ZNF76	MA1716.2	2.94	8.37e-06	42	30
Dip and recovery	ERF::SREBF2	MA1939.2	1.68	8.66e-06	138	174
Dip and recovery	RXRB	MA1555.1	1.1	1.06e-05	2454	4739
Dip and recovery	Zic1::Zic2	MA1628.2	1.03	1.53e-05	6755	13940
Dip and recovery	MYBL2	MA0777.1	1.12	1.82e-05	1685	3177
Dip and recovery	IRF5	MA1420.1	1.08	2.25e-05	3012	5914
Dip and recovery	RFX4	MA0799.3	1.23	2.68e-05	621	1069
Dip and recovery	ZNF768	MA1731.2	1.02	3.23e-05	7292	15163
Dip and recovery	CREB1	MA0018.5	2.06	3.95e-05	68	70
Dip and recovery	HOXD12::ELK1	MA1958.2	1.42	4.51e-05	233	348
Dip and recovery	Ebf2	MA1604.2	1.02	6.63e-05	7369	15351
Dip and recovery	NR2F1	MA1538.1	1.1	6.72e-05	2024	3897
Dip and recovery	TBX18	MA1565.2	1.02	7.63e-05	7430	15493
Dip and recovery	NR2C2	MA1536.2	1.02	8.19e-05	6825	14131
Dip and recovery	USF1	MA0093.4	1.44	9.82e-05	200	295
Dip and recovery	Tfcp2l1	MA0145.2	1.05	0.000102	4530	9156
Dip and recovery	ETV5::FOXO1	MA1947.2	1.11	0.000105	1620	3082
Dip and recovery	RARA::RXRG	MA1149.2	1.19	0.000111	747	1334
Dip and recovery	JUND	MA0492.2	1.43	0.000116	206	307
Dip and recovery	HAND2	MA1638.2	1.08	0.000136	2481	4857
Dip and recovery	TFCP2	MA1968.2	1.18	0.000162	773	1391
Dip and recovery	HES7	MA0822.1	1.53	0.000172	143	199
Dip and recovery	FOSL2::JUN	MA1131.2	1.09	0.000203	2238	4365
Dip and recovery	DBP	MA0639.2	1.16	0.000271	903	1657
Dip and recovery	CEBPG	MA0838.1	1.36	0.000274	237	370
Dip and recovery	THAP1	MA0597.3	1.03	0.000296	5549	11373
Dip and recovery	GLI3	MA1491.3	1.38	0.00043	208	321
Dip and recovery	MYOG	MA0500.3	1.06	0.000438	3083	6144
Dip and recovery	HOXA9	MA0594.3	1.23	0.000495	459	795
Dip and recovery	ZIC5	MA1584.2	1.09	0.00055	1815	3520
Dip and recovery	ZNF143	MA0088.2	2.9	0.00073	25	18
Dip and recovery	Zic2	MA1629.2	1.03	0.000752	5835	12019
Dip and recovery	FERD3L	MA1485.1	1.1	0.000752	1695	3282
Dip and recovery	PAX9	MA0781.2	1.46	0.00091	135	196
Dip and recovery	NFIX	MA0671.2	1.12	0.000977	1221	2322
Dip and recovery	JUN	MA0488.2	1.37	0.00104	189	294
Dip and recovery	Zic3	MA0697.3	1.02	0.00113	7090	14780
Dip and recovery	PBX3	MA1114.2	1.03	0.00129	5522	11360
Dip and recovery	RREB1	MA0073.2	1.09	0.00152	1684	3278
Dip and recovery	MTF1	MA0863.1	1.51	0.0017	104	146
Dip and recovery	GLIS1	MA0735.2	3.47	0.00178	17	10
Dip and recovery	GLIS3	MA0737.1	1.16	0.00185	659	1207
Dip and recovery	TBX5	MA0807.1	1.01	0.00244	7650	16057
Dip and recovery	ATF2	MA1632.2	1.53	0.00245	94	131
Dip and recovery	NR1H4::RXRA	MA1146.2	1.02	0.00266	7177	14994
Dip and recovery	Prdm5	MA1999.2	1.01	0.00307	7756	16305
Dip and recovery	MYCN	MA0104.5	1.02	0.00388	6407	13312
Dip and recovery	E2F3	MA0469.4	2.12	0.00623	29	29
Dip and recovery	CEBPB	MA0466.4	1.38	0.0068	121	186
Dip and recovery	NR4A2::RXRA	MA1147.2	1.03	0.00735	4450	9129
Dip and recovery	HSF4	MA0771.1	1.04	0.00858	3828	7816
Dip and recovery	RFX2	MA0600.3	1.48	0.00995	78	112
Dip and recovery	JUN::JUNB	MA1132.2	3.64	0.0105	11	6
Dip and recovery	NFIC	MA0161.3	1.01	0.0108	7884	16622
Dip and recovery	Yy1	MA0095.4	1.18	0.0126	346	622
Dip and recovery	ZNF331	MA1726.2	1.27	0.0154	167	279
Dip and recovery	MYBL1	MA0776.1	1.34	0.0154	115	182
Dip and recovery	PKNOX1	MA0782.3	1.33	0.0165	119	190
Dip and recovery	TCF7	MA0769.3	1.2	0.017	273	484
Dip and recovery	TCF4	MA0830.3	1.03	0.0171	4731	9763
Dip and recovery	ZNF549	MA1728.2	1.02	0.0174	6329	13194
Dip and recovery	Nr1H4	MA1110.3	1.01	0.018	6773	14160
Dip and recovery	NFATC4	MA1525.3	1.27	0.0201	159	267
Late Increasing	GABPA	MA0062.4	1.79	3e-164	3263	3452
Late Increasing	Erg	MA0474.4	1.81	3e-164	3181	3325
Late Increasing	ETV1	MA0761.3	1.58	9.52e-153	4067	4864
Late Increasing	ETS1	MA0098.4	1.42	6.68e-151	5217	6933
Late Increasing	ETS2	MA1484.2	1.56	9.1e-143	4033	4896
Late Increasing	Ikzf3	MA1992.2	1.75	1.44e-138	2987	3220
Late Increasing	ZNF175	MA2332.1	1.84	2.71e-138	2669	2734
Late Increasing	ETV2	MA0762.2	1.6	1.62e-135	3608	4247
Late Increasing	EHF	MA0598.4	1.67	2.32e-134	3272	3708
Late Increasing	ELF3	MA0640.3	1.66	3.82e-130	3231	3678
Late Increasing	FLI1	MA0475.3	1.62	9.6e-129	3381	3934
Late Increasing	ELK4	MA0076.3	1.54	4.5e-126	3805	4665
Late Increasing	ELF1	MA0473.4	1.79	7.93e-124	2595	2733
Late Increasing	ETV2::FOXI1	MA1942.2	1.43	5.59e-108	4227	5579
Late Increasing	ELF2	MA1483.3	1.33	4.45e-106	5193	7363
Late Increasing	ERF	MA0760.2	1.57	2.31e-102	3138	3781
Late Increasing	ETV4	MA0764.4	1.33	4.78e-99	5087	7247
Late Increasing	TBX2	MA0688.2	1.44	6.64e-96	3872	5090
Late Increasing	ETV6	MA0645.2	1.51	6.36e-93	3245	4054
Late Increasing	Spi1	MA0080.7	1.56	1.82e-90	2888	3491
Late Increasing	TBX3	MA1566.3	1.39	2.16e-89	4138	5633
Late Increasing	ETV7	MA1708.2	1.47	8.15e-86	3327	4269
Late Increasing	IKZF1	MA1508.2	1.67	9.52e-84	2273	2578
Late Increasing	IKZF2	MA2326.1	1.42	1.32e-83	3657	4859
Late Increasing	ZBTB11	MA2329.1	1.48	9.62e-83	3212	4110
Late Increasing	Tbx6	MA1567.3	2.1	2.5e-82	1302	1169
Late Increasing	Elf5	MA0136.4	1.34	4.63e-82	4395	6185
Late Increasing	FLI1::FOXI1	MA1950.2	1.48	1.32e-81	3166	4046
Late Increasing	TBX4	MA0806.1	1.53	1.76e-81	2829	3489
Late Increasing	FEV	MA0156.4	1.52	4.56e-81	2889	3592
Late Increasing	ELK1	MA0028.3	1.34	6.02e-81	4379	6171
Late Increasing	TBX5	MA0807.1	1.73	5.11e-80	1973	2153
Late Increasing	Runx1	MA0002.3	1.44	5.75e-80	3433	4518
Late Increasing	SPIB	MA0081.3	1.65	1.94e-79	2212	2525
Late Increasing	EOMES	MA0800.2	1.28	1.58e-77	5043	7441
Late Increasing	TBX21	MA0690.3	2.3	1.68e-76	1024	839
Late Increasing	TBR1	MA0802.2	1.26	2.83e-76	5317	7977
Late Increasing	TBX1	MA0805.1	1.52	4.51e-76	2728	3383
Late Increasing	ETV5	MA0765.4	1.37	7.17e-74	3785	5204
Late Increasing	FOXJ2::ELF1	MA1952.2	1.5	1.07e-73	2816	3554
Late Increasing	ERF::FOXI1	MA1935.2	1.43	1.91e-71	3229	4273
Late Increasing	ZBTB7A	MA0750.3	1.44	2.4e-70	3099	4066
Late Increasing	FOXO1::ELK1	MA1954.2	1.34	2.71e-70	4041	5705
Late Increasing	MGA	MA0801.1	2.1	2.19e-69	1108	994
Late Increasing	FOXO1::ELF1	MA1953.2	1.63	3.92e-64	1916	2215
Late Increasing	TBX15	MA0803.1	1.97	5.66e-63	1171	1125
Late Increasing	ELK1::HOXB13	MA1932.2	1.43	5.41e-61	2830	3729
Late Increasing	ELF4	MA0641.1	1.52	1.25e-60	2275	2820
Late Increasing	TBX20	MA0689.1	1.65	6.61e-60	1753	2006
Late Increasing	RUNX2	MA0511.2	1.28	4.73e-55	4187	6189
Late Increasing	Bcl11B	MA1989.2	1.55	2.47e-51	1874	2285
Late Increasing	SPDEF	MA0686.2	1.24	3.46e-51	4554	6924
Late Increasing	ETV3	MA0763.2	1.35	8.59e-51	3099	4326
Late Increasing	MEIS1	MA0498.3	1.25	2.14e-49	4273	6437
Late Increasing	HOXB2::ELK1	MA1957.1	1.27	5.88e-49	4047	6033
Late Increasing	KLF9	MA1107.3	1.23	4.88e-44	4339	6650
Late Increasing	KLF5	MA0599.1	1.27	5.22e-43	3637	5395
Late Increasing	TBX18	MA1565.2	1.18	1.84e-41	5217	8342
Late Increasing	MEIS3	MA0775.2	1.29	1.98e-38	3211	4718
Late Increasing	Zbtb2	MA2340.1	1.16	1.22e-36	5385	8757
Late Increasing	RUNX3	MA0684.3	1.39	4.45e-36	2100	2850
Late Increasing	ELK3	MA0759.3	1.2	5.6e-35	4318	6782
Late Increasing	KLF4	MA0039.5	1.18	1.27e-34	4722	7541
Late Increasing	KLF14	MA0740.2	1.27	2.04e-34	3143	4670
Late Increasing	FLI1::DRGX	MA1949.2	1.2	7.53e-34	4197	6582
Late Increasing	ELK1::HOXA1	MA1931.1	1.38	2.38e-33	2057	2820
Late Increasing	FOXO1::ELK3	MA1955.2	1.57	5.21e-32	1161	1393
Late Increasing	ETV5::DRGX	MA1944.2	1.16	9.11e-31	4907	7971
Late Increasing	KLF11	MA1512.2	1.16	2.86e-29	4945	8076
Late Increasing	KLF2	MA1515.2	1.19	5.29e-29	4130	6561
Late Increasing	KLF1	MA0493.3	1.3	2.18e-27	2342	3404
Late Increasing	ERF::FOXO1	MA1936.2	1.34	7.57e-26	1897	2674
Late Increasing	KLF7	MA1959.2	1.25	3.32e-25	2704	4076
Late Increasing	ETV5::FOXI1	MA1946.2	1.16	1.05e-24	4423	7203
Late Increasing	ZKSCAN5	MA1652.2	1.3	3.26e-23	1997	2891
Late Increasing	SP3	MA0746.3	1.27	8.65e-23	2317	3450
Late Increasing	KLF10	MA1511.2	1.24	1.01e-22	2703	4127
Late Increasing	ELK1::SREBF2	MA1933.2	1.21	2.24e-22	3014	4687
Late Increasing	FOSL2::JUND	MA1144.2	1.17	7.85e-21	3735	6029
Late Increasing	MEIS2	MA0774.1	1.17	2.29e-20	3601	5796
Late Increasing	ARNT::HIF1A	MA0259.2	1.07	3.97e-20	7288	12899
Late Increasing	FOXO1::FLI1	MA1956.2	1.91	7.99e-20	405	400
Late Increasing	KLF16	MA0741.1	1.15	8.34e-19	3881	6351
Late Increasing	ZNF75D	MA1601.2	1.14	5.69e-18	4205	6974
Late Increasing	FOS::JUND	MA1141.2	1.15	6.14e-18	3914	6436
Late Increasing	ATF2	MA1632.2	1.19	3.3e-17	2826	4477
Late Increasing	SREBF1	MA0595.1	1.13	2.36e-16	4215	7040
Late Increasing	PKNOX1	MA0782.3	1.1	2.74e-16	5540	9549
Late Increasing	Ahr::Arnt	MA0006.2	1.07	1.03e-15	6553	11540
Late Increasing	ZNF740	MA0753.3	1.11	1.2e-15	5036	8606
Late Increasing	SP9	MA1564.2	1.15	2.26e-15	3479	5711
Late Increasing	ZNF263	MA0528.3	1.09	4.59e-15	5764	10019
Late Increasing	ETV2::DRGX	MA1940.2	1.14	6.64e-15	3783	6284
Late Increasing	KLF6	MA1517.2	1.43	7.82e-15	813	1073
Late Increasing	RREB1	MA0073.2	1.29	1.28e-14	1391	2032
Late Increasing	FOSL2::JUND	MA1145.2	1.15	2.09e-14	3406	5607
Late Increasing	ERF::HOXB13	MA1937.2	1.09	2.18e-14	5723	9962
Late Increasing	NR2C1	MA1535.2	1.08	9.28e-14	5911	10346
Late Increasing	CREM	MA0609.3	1.09	1.81e-13	5250	9085
Late Increasing	FOS::JUN	MA0099.4	1.17	2.85e-13	2724	4404
Late Increasing	FOSL2::JUN	MA1130.2	1.11	3.17e-13	4280	7262
Late Increasing	CREB1	MA0018.5	1.13	8.23e-13	3685	6171
Late Increasing	PBX3	MA1114.2	1.07	9.51e-13	6175	10893
Late Increasing	Nkx3-1	MA0124.3	1.1	1.13e-12	4724	8115
Late Increasing	SPIC	MA0687.2	1.08	1.52e-12	5828	10227
Late Increasing	FOSL2::JUN	MA1131.2	1.13	5.24e-12	3479	5819
Late Increasing	MGA::EVX1	MA1960.2	1.7	5.24e-12	334	371
Late Increasing	SP8	MA0747.2	1.09	1.34e-11	4784	8267
Late Increasing	FOSL2::JUNB	MA1139.2	1.11	4.9e-11	3814	6472
Late Increasing	HOXD12::ELK1	MA1958.2	1.37	7.71e-11	744	1028
Late Increasing	FOSL1::JUN	MA1128.2	1.15	9.08e-11	2592	4245
Late Increasing	SP2	MA0516.3	1.11	1.37e-10	3868	6589
Late Increasing	NKX2-3	MA0672.2	1.11	2.53e-10	3610	6121
Late Increasing	JUN	MA0488.2	1.26	2.6e-10	1205	1812
Late Increasing	ZNF75A	MA2097.1	1.42	4.59e-10	567	755
Late Increasing	BNC2	MA1928.2	1.16	5.04e-10	2264	3680
Late Increasing	RORC	MA1151.2	2.03	5.41e-10	168	156
Late Increasing	SP4	MA0685.2	1.08	5.63e-10	4934	8614
Late Increasing	Atf1	MA0604.1	1.08	5.63e-10	5071	8874
Late Increasing	Atf3	MA1988.2	1.16	1.43e-09	2280	3724
Late Increasing	GATA5	MA0766.3	1.18	1.49e-09	1924	3089
Late Increasing	Wt1	MA1627.2	1.22	2.4e-09	1338	2066
Late Increasing	PRDM9	MA1723.2	1.06	3.6e-09	5789	10280
Late Increasing	RORB	MA1150.2	2.26	3.95e-09	121	101
Late Increasing	BATF3	MA0835.3	1.14	4.38e-09	2421	3995
Late Increasing	FOSL2::JUNB	MA1138.2	1.15	4.41e-09	2271	3725
Late Increasing	BATF::JUN	MA0462.3	1.12	6.92e-09	2955	4973
Late Increasing	BATF	MA1634.2	1.11	6.92e-09	3195	5413
Late Increasing	FOSB::JUN	MA1127.1	1.06	1.24e-08	5925	10565
Late Increasing	KLF12	MA0742.2	1.08	1.26e-08	4804	8425
Late Increasing	MXI1	MA1108.3	1.06	1.62e-08	5628	9999
Late Increasing	CREB3L4	MA1475.2	1.05	3.62e-08	6325	11359
Late Increasing	TGIF2LX	MA1571.1	1.15	3.8e-08	2004	3279
Late Increasing	RORA	MA0072.2	1.59	4.19e-08	270	320
Late Increasing	BACH1	MA1633.2	1.19	4.35e-08	1492	2372
Late Increasing	PGR	MA2327.1	1.21	5.48e-08	1229	1915
