feature_id	Naive_WT_REP1	Naive_WT_REP2	D3_WT_REP1	D3_WT_REP2	D5_WT_REP1	D5_WT_REP2	D8_WT_TE_Exp2_REP1	D8_WT_TE_Exp2_REP2	D8_WT_TE_Exp2_REP3
Interval_14308	692	919	54	28	219	212	203	223	308
Interval_14318	73	128	2	1	17	18	55	62	47
Interval_14329	23	29	150	71	15	20	5	10	14
Interval_14332	3	12	5	6	31	26	11	12	7
Interval_14334	79	100	56	37	740	869	540	590	782
Interval_14351	22	52	51	26	15	25	8	7	1
Interval_14377	223	284	1	4	43	48	65	66	84
Interval_14379	212	266	17	8	63	68	15	23	22
Interval_14383	419	521	47	26	51	49	38	37	50
Interval_14425	57	86	1	3	1	1	1	1	1
Interval_14466	324	365	31	17	422	470	220	233	380
Interval_14489	20	29	6	6	12	17	3	1	3
Interval_14495	12	27	2	3	8	11	6	5	4
Interval_14537	193	280	96	47	165	222	130	132	124
Interval_14538	29	36	7	9	35	49	17	22	25
Interval_14641	15	15	186	106	61	63	34	40	42
Interval_14655	11	9	64	34	17	13	3	3	5
Interval_14656	7	22	9	8	23	26	41	41	54
Interval_14665	3	15	61	40	8	3	1	2	1
Interval_14672	14	31	10	7	14	10	9	10	11
Interval_14751	81	139	97	57	34	43	13	18	10
Interval_14753	173	212	72	62	129	164	71	87	112
Interval_14759	3	5	58	26	24	20	1	5	1
Interval_14781	37	36	229	152	532	499	134	144	174
Interval_14792	767	1076	269	167	602	670	400	420	502
Interval_14804	587	750	298	159	725	788	393	422	640
Interval_14818	107	148	371	202	438	424	163	199	243
Interval_14833	6	10	133	86	99	94	19	23	39
Interval_14835	4	3	157	117	82	62	12	21	14
Interval_14864	13	11	6	3	17	18	6	14	12
Interval_14912	16	24	11	6	12	9	5	10	5
Interval_14947	14	15	9	5	4	6	4	5	3
Interval_14977	36	52	20	13	53	40	3	1	3
Interval_14997	56	99	7	4	5	3	1	0	3
Interval_15001	373	490	181	93	418	417	188	171	312
Interval_15006	3	5	150	73	149	132	28	40	41
Interval_15024	75	126	20	18	16	12	1	3	6
Interval_15069	2	9	313	160	144	121	31	42	26
Interval_15086	47	54	184	116	209	157	24	30	20
Interval_15109	11	10	125	98	183	157	30	19	15
Interval_15156	570	704	128	81	241	216	32	58	42
Interval_15199	1216	1307	356	211	1012	1131	574	545	791
Interval_15201	1	3	45	29	17	19	4	3	3
Interval_15207	3	5	20	13	10	12	2	6	1
Interval_15243	6	19	264	165	726	745	400	433	520
Interval_15245	9	8	67	32	205	221	129	136	268
Interval_15248	5	7	72	44	51	49	5	5	6
Interval_15279	3	5	180	100	55	55	16	14	19
Interval_15292	42	41	3	1	5	8	1	1	1
Interval_15315	67	117	2	1	7	15	2	8	7
Interval_15318	63	101	4	1	0	2	1	3	1
Interval_15334	67	94	3	4	1	3	2	2	3
Interval_15341	273	307	8	2	17	26	7	7	8
Interval_15348	191	287	40	30	50	53	18	24	12
Interval_15351	5	8	123	56	3	6	5	2	4
Interval_15353	30	34	20	9	21	20	18	26	20
Interval_15407	34	57	51	33	29	21	3	8	9
Interval_15455	17	35	41	23	17	11	4	4	6
Interval_15513	468	623	273	143	647	671	359	385	515
Interval_15520	21	37	10	18	30	32	6	13	20
Interval_15557	474	621	8	5	9	12	2	2	4
Interval_15560	154	221	0	2	2	2	0	2	0
Interval_15586	11	26	20	8	49	55	22	17	29
Interval_15588	11	24	40	30	34	39	4	1	6
Interval_15593	14	23	5	6	11	13	5	8	8
Interval_15634	13	19	8	9	11	18	13	5	10
Interval_15688	288	465	124	78	256	251	130	123	168
Interval_15705	206	287	68	56	187	218	75	99	130
Interval_15726	139	214	50	32	131	136	77	62	80
Interval_15764	190	286	87	57	199	191	91	93	110
Interval_15828	6	4	164	91	85	79	21	29	36
Interval_15833	55	65	21	8	27	32	12	12	8
Interval_15869	67	110	35	17	44	56	25	29	28
Interval_15881	665	870	242	130	545	590	316	348	437
Interval_15887	26	40	7	5	20	11	5	7	7
Interval_15893	8	21	8	6	15	13	5	6	10
Interval_15912	67	121	42	21	71	71	31	29	25
Interval_15943	4	8	11	10	1	2	1	0	0
Interval_15954	333	469	188	100	425	384	169	215	269
Interval_15977	14	18	184	109	16	15	3	2	1
Interval_15986	10	28	4	1	29	26	63	82	49
Interval_16048	6	11	0	0	28	40	93	95	114
Interval_16065	201	308	24	15	21	36	181	147	202
Interval_16067	202	221	10	10	23	19	169	162	219
Interval_16118	652	833	254	161	613	637	357	322	416
Interval_16120	247	269	23	22	40	44	10	5	11
Interval_16124	81	111	8	7	8	5	4	4	3
Interval_16127	510	613	37	22	135	115	16	21	27
Interval_16129	1041	1177	390	281	1112	1113	608	601	872
Interval_16149	8	17	203	128	16	8	8	4	1
Interval_16151	2	5	108	62	43	42	11	13	10
Interval_16155	3	0	126	60	20	9	1	0	2
Interval_16182	5	5	15	10	105	113	33	26	26
Interval_16200	498	635	217	148	448	509	188	170	282
Interval_16224	113	170	79	50	168	150	88	110	126
Interval_16226	7	11	48	36	16	17	1	6	3
Interval_16230	4	6	82	34	8	6	0	0	2
Interval_16269	5	10	82	36	31	36	7	5	9
Interval_16311	4	11	52	48	47	59	10	10	7
Interval_16388	10	14	3	5	106	107	87	133	114
Interval_16393	4	4	1	2	15	20	33	53	45
Interval_16397	11	16	67	43	81	93	80	94	79
Interval_16435	703	835	244	129	654	647	264	274	452
Interval_16444	11	13	129	77	136	99	26	31	37
Interval_16454	111	180	22	9	6	6	9	6	5
Interval_16473	118	167	43	29	225	205	239	252	285
Interval_16475	29	22	45	44	25	20	2	3	7
Interval_16516	254	367	129	72	336	367	145	137	212
Interval_16520	13	19	7	8	18	21	8	9	7
Interval_16554	9	10	53	33	14	9	0	1	1
Interval_16562	42	61	17	11	26	24	11	25	19
Interval_16568	8	10	76	47	9	7	2	4	4
Interval_16606	250	293	92	63	323	292	34	36	51
Interval_16627	292	382	320	207	555	544	50	78	83
Interval_16638	39	84	5	6	15	19	10	17	18
Interval_16698	1	2	97	52	5	5	0	3	1
Interval_16718	3	5	62	40	7	10	5	5	4
Interval_16726	701	970	266	143	577	573	297	361	402
Interval_16731	349	427	87	65	139	168	12	9	22
Interval_16734	22	33	8	5	8	11	4	4	13
Interval_16745	446	601	217	135	479	477	253	296	359
Interval_16756	186	299	124	77	282	266	136	130	170
Interval_16777	82	113	126	74	89	97	17	23	31
Interval_16821	1	6	36	25	52	52	5	17	10
Interval_16835	640	967	174	107	536	603	314	331	430
Interval_16846	908	1055	362	252	935	904	395	476	583
Interval_16857	8	9	42	18	156	216	220	213	275
Interval_16877	27	54	11	11	20	26	7	25	12
Interval_16935	15	32	7	8	16	23	10	7	10
Interval_17086	10	44	7	4	5	5	4	3	5
Interval_17089	57	83	4	2	0	1	2	4	4
Interval_17098	49	101	30	13	54	67	36	28	50
Interval_17129	11	16	8	9	11	13	6	11	6
Interval_17233	21	24	12	5	18	36	15	15	25
Interval_17257	996	1282	411	266	1130	1218	639	669	1020
Interval_17301	4	5	41	23	7	8	0	1	1
Interval_17304	40	40	112	90	50	44	22	12	14
Interval_17316	3	5	6	2	7	2	1	1	0
Interval_17340	31	66	29	23	18	22	9	6	5
Interval_17341	20	33	123	69	33	22	12	9	8
Interval_17349	3	3	68	47	15	13	2	5	4
Interval_17350	9	4	7	0	10	11	2	6	5
Interval_17375	1521	1868	469	320	1363	1396	767	806	1154
Interval_17402	154	211	11	3	57	55	20	29	34
Interval_17435	18	31	31	17	22	23	2	4	4
Interval_17439	22	20	18	10	22	11	23	20	22
Interval_17441	5	6	43	27	18	16	4	7	2
Interval_17517	38	87	23	16	55	54	20	19	30
Interval_17557	1175	1482	578	378	1297	1200	667	653	937
Interval_17678	137	183	38	20	71	79	61	49	76
Interval_17680	95	123	27	13	12	23	1	0	1
Interval_17684	20	20	9	4	14	11	10	9	12
Interval_17699	7	6	16	6	4	4	2	2	1
Interval_17705	42	86	16	17	30	41	22	21	29
Interval_17772	9	7	1	2	3	1	4	2	0
Interval_17835	161	209	31	13	11	13	2	14	14
Interval_17849	5	21	12	4	21	19	8	7	14
Interval_17917	2	5	319	206	489	427	118	160	171
Interval_17925	94	139	197	125	643	610	351	358	407
Interval_17932	12	16	83	49	232	265	139	129	250
Interval_17935	247	347	505	370	1135	1147	563	652	927
Interval_17958	329	492	79	49	61	45	5	10	7
Interval_18066	85	134	3	0	3	10	1	2	3
Interval_18082	2	4	83	49	27	15	5	4	2
Interval_18132	64	104	26	17	55	52	39	47	64
Interval_18154	1710	1944	73	53	608	595	251	271	446
Interval_18196	25	30	304	191	333	300	136	152	236
Interval_18197	13	25	181	117	455	466	234	255	339
Interval_18223	2	4	53	39	16	5	3	4	5
Interval_18226	1	9	30	18	8	12	1	1	0
Interval_18251	4	4	10	6	1	3	0	0	1
Interval_18326	186	281	79	44	187	207	95	80	111
Interval_18348	136	181	23	14	19	35	4	2	4
Interval_18349	612	871	365	239	771	783	298	344	464
Interval_18362	59	108	38	16	47	47	20	33	30
Interval_18387	15	23	1	9	10	17	9	8	12
Interval_18415	30	51	14	12	30	25	14	13	11
Interval_18416	2	18	10	8	93	93	66	80	62
Interval_18459	116	133	7	4	13	15	8	4	7
Interval_18465	2	10	52	40	8	2	0	3	2
Interval_18475	101	125	48	22	86	95	32	40	49
Interval_18535	19	31	41	29	27	34	1	4	10
Interval_18554	4	10	96	60	125	116	8	17	14
Interval_18596	28	40	128	66	165	157	57	70	75
Interval_18601	9	14	15	24	68	82	73	76	80
Interval_18606	92	137	268	164	388	394	296	366	400
Interval_18651	729	899	42	34	310	277	171	212	291
Interval_18652	94	115	13	7	17	13	2	2	11
Interval_18673	75	114	15	9	9	5	1	0	2
Interval_18749	5	9	41	25	2	3	1	3	2
Interval_18752	1308	1734	427	287	1248	1203	623	720	852
Interval_18753	64	91	15	10	11	27	3	12	5
Interval_18759	150	241	88	37	83	85	24	32	32
Interval_18767	7	18	13	8	25	43	24	16	28
Interval_18852	7	9	24	13	90	103	40	46	39
Interval_18901	24	45	8	15	19	29	9	22	20
Interval_18936	21	33	10	9	9	18	7	7	12
Interval_18999	894	1230	276	155	693	768	456	477	626
Interval_19051	9	17	28	24	7	11	0	0	3
Interval_19094	37	73	16	12	33	36	14	14	24
Interval_19097	485	669	210	146	529	499	239	278	342
Interval_19119	3	7	41	21	40	27	11	17	15
Interval_19120	395	570	120	88	326	421	155	159	198
Interval_19146	83	114	10	5	4	4	8	10	1
Interval_19157	106	150	43	13	61	89	28	27	36
Interval_19166	15	21	167	73	172	147	56	71	62
Interval_19167	2	3	45	25	12	13	3	6	2
Interval_19183	648	800	263	151	610	610	293	287	556
Interval_19198	10	10	8	1	2	0	0	1	0
Interval_19274	19	49	12	8	25	20	8	9	11
Interval_19280	448	644	172	105	454	413	230	267	332
Interval_19308	46	93	14	20	48	63	16	22	28
Interval_19326	6	14	87	37	254	269	163	168	188
Interval_19328	25	29	60	32	268	214	106	123	154
Interval_19329	62	86	199	143	346	334	128	125	151
Interval_19338	21	25	6	7	14	22	7	6	12
Interval_19358	76	84	45	35	73	86	39	41	39
Interval_19366	262	348	136	101	286	309	124	132	180
Interval_19395	20	22	78	44	16	10	1	0	2
Interval_19418	376	539	54	40	112	130	38	38	33
Interval_19441	1180	1552	456	280	1226	1293	580	641	857
Interval_19536	29	40	84	39	116	93	4	4	4
Interval_19563	89	125	230	156	525	510	136	145	168
Interval_19574	34	60	27	9	47	34	21	17	25
Interval_19577	17	24	17	7	33	33	13	25	17
Interval_19588	2	7	7	13	82	59	30	33	21
Interval_19606	3	3	21	10	5	2	3	5	3
Interval_19615	3	8	91	53	23	21	3	4	2
Interval_19623	71	88	14	8	9	20	2	2	4
Interval_19645	12	27	49	33	129	137	113	91	92
Interval_19687	28	45	48	28	132	114	53	70	83
Interval_19842	478	574	175	116	436	455	308	288	412
Interval_19894	18	29	193	96	475	597	168	193	253
Interval_19971	3	5	3	3	0	1	0	0	2
Interval_19986	13	11	23	14	154	154	105	114	108
Interval_20024	460	558	133	98	329	359	196	197	218
Interval_20050	363	551	171	119	489	456	221	239	423
Interval_20060	167	259	170	118	139	134	27	35	57
Interval_20072	27	44	13	7	27	17	15	12	9
Interval_20075	52	84	190	111	166	127	42	51	55
Interval_20103	1409	1773	543	327	1504	1464	713	778	1126
Interval_20107	1	3	58	29	11	3	0	1	0
Interval_20109	44	86	37	13	59	52	51	44	42
Interval_20169	533	771	236	160	367	401	277	248	309
Interval_20214	4	14	55	27	119	114	17	25	8
Interval_20287	19	49	8	9	19	22	11	16	22
Interval_20361	50	75	19	14	33	61	31	22	36
Interval_20362	25	36	10	10	24	34	11	11	12
Interval_20387	22	41	98	74	331	351	273	301	329
Interval_20410	32	35	21	7	12	25	13	8	10
Interval_20416	1332	1682	620	365	1368	1439	750	844	1238
Interval_20423	11	20	17	6	20	37	52	45	62
Interval_20517	1	3	0	2	4	3	8	3	4
Interval_20587	8	13	8	3	4	3	2	0	2
Interval_20590	8	11	168	116	23	25	1	3	5
Interval_20591	4	7	54	28	10	15	0	1	2
Interval_20595	8	9	51	30	50	44	28	22	21
Interval_20619	10	13	68	41	52	52	9	26	20
Interval_20654	265	380	130	81	288	277	116	182	197
Interval_20656	172	226	32	20	57	76	35	39	46
Interval_20686	1481	2138	506	347	1249	1336	865	935	1182
Interval_20709	392	510	266	148	511	547	204	238	295
Interval_20737	9	8	8	7	12	17	8	4	8
Interval_20741	7	4	10	7	31	39	62	79	76
Interval_20742	4	5	39	24	56	40	6	8	2
Interval_20768	90	109	4	8	2	8	7	9	5
Interval_20779	4	5	57	32	8	7	2	1	2
Interval_20791	5	7	8	3	19	21	60	66	74
Interval_20795	3	3	71	53	10	3	0	0	2
Interval_20797	126	197	50	31	86	86	66	55	72
Interval_20822	24	46	51	35	65	62	27	36	40
Interval_20831	44	70	38	20	56	71	44	41	50
Interval_20835	19	45	116	77	359	386	84	92	98
Interval_20844	1	3	19	10	63	52	32	36	44
Interval_20903	40	55	17	9	39	29	12	18	15
Interval_20908	477	619	163	102	410	465	212	227	294
Interval_20912	6	10	73	56	108	156	121	179	191
Interval_20917	16	26	12	11	61	62	113	99	113
Interval_20918	7	8	1	2	30	31	63	82	73
Interval_20931	76	96	0	3	1	3	0	0	1
Interval_20936	235	337	18	11	68	74	95	108	109
Interval_20954	350	499	166	92	309	328	173	202	230
Interval_20963	311	479	154	82	364	348	170	174	246
Interval_20977	4	5	6	10	6	9	0	1	5
Interval_20985	1322	1640	442	268	1189	1203	590	656	865
Interval_21088	362	488	170	102	416	462	159	167	248
Interval_21110	16	23	39	20	17	21	3	0	2
Interval_21127	15	26	12	5	6	8	2	4	2
Interval_21152	10	25	2	0	11	12	3	6	3
Interval_21194	14	26	17	6	137	155	228	212	279
Interval_21197	3	7	219	123	326	277	61	55	66
Interval_21201	5	7	244	149	80	64	6	2	6
Interval_21216	148	207	474	269	1037	974	120	130	222
Interval_21233	9	9	32	33	33	32	2	6	2
Interval_21265	86	110	34	15	90	89	51	44	46
Interval_21307	652	883	356	196	755	775	396	427	570
Interval_21331	2	2	19	7	0	3	0	0	0
Interval_21382	1	6	47	38	33	18	1	4	1
Interval_21414	0	3	37	26	38	22	1	5	3
Interval_21467	11	13	111	76	182	184	106	113	125
Interval_21468	19	20	244	123	248	227	69	78	89
Interval_21486	64	101	4	3	12	9	6	2	2
Interval_21487	706	887	233	153	754	680	359	368	484
Interval_21520	3	5	171	89	128	107	10	4	5
Interval_21557	73	100	25	20	50	58	26	22	20
Interval_21593	7	11	32	10	122	125	70	76	109
Interval_21597	209	290	476	297	1515	1518	697	765	1100
Interval_21599	5	12	9	4	165	160	58	81	97
Interval_21600	9	17	42	27	263	264	116	170	151
Interval_21602	124	237	385	212	817	832	244	214	429
Interval_21603	43	68	43	33	303	288	208	195	341
Interval_21615	18	28	102	62	637	626	619	637	1011
Interval_21617	5	12	63	41	196	198	119	145	172
Interval_21618	304	447	322	212	1663	1805	891	1039	1299
Interval_21624	81	151	105	54	635	799	375	470	717
Interval_21637	7	11	140	73	130	114	22	23	18
Interval_21655	9	6	330	193	182	137	15	16	16
Interval_21685	2	2	31	24	26	20	2	4	1
Interval_21698	2	3	70	47	2	2	1	0	1
Interval_21715	1143	1590	510	280	1131	1211	614	733	1025
Interval_21734	4	11	2	4	1	3	6	2	1
Interval_21764	0	5	60	32	5	5	3	1	1
Interval_21769	4	5	231	161	241	193	18	8	8
Interval_21775	2	7	223	129	268	229	70	83	86
Interval_21791	7	9	70	39	135	123	32	37	40
Interval_21834	3	6	324	213	440	377	84	99	106
Interval_21846	29	37	52	38	282	282	181	191	263
Interval_21866	26	29	15	7	26	36	17	13	16
Interval_21891	3	2	206	124	159	147	22	27	22
Interval_21947	7	12	101	71	247	239	154	159	213
Interval_21952	2	4	58	38	8	0	0	1	1
Interval_21988	173	227	51	34	115	141	69	75	102
Interval_22046	36	51	28	19	25	25	9	11	6
Interval_22067	323	502	125	96	270	300	122	138	205
Interval_22077	128	161	79	51	99	116	93	85	101
Interval_22087	5	9	23	20	45	61	51	62	45
Interval_22140	6	20	31	21	10	8	0	1	0
Interval_22181	11	13	53	31	53	47	13	19	23
Interval_22216	44	69	29	15	46	64	29	20	29
Interval_22288	4	7	212	115	263	186	51	53	50
Interval_22289	1	2	60	23	1	3	0	1	0
Interval_22361	35	33	37	26	273	285	157	166	186
Interval_22380	8	11	29	15	31	38	2	11	21
Interval_22396	3	7	50	20	6	9	4	3	0
Interval_22402	127	210	48	26	130	128	84	75	96
Interval_22464	86	144	46	33	101	95	33	39	63
Interval_22474	8	8	141	88	235	209	88	91	67
Interval_22489	33	41	24	16	53	43	18	19	22
Interval_22522	635	839	311	191	769	796	283	322	459
Interval_22544	1	1	2	4	0	2	1	1	0
Interval_22554	25	40	3	1	11	13	15	14	11
Interval_22555	691	1044	267	179	728	695	319	329	535
Interval_22572	442	511	147	73	366	362	132	148	229
Interval_22653	138	169	6	6	17	20	5	1	2
Interval_22655	509	575	192	123	476	515	274	323	401
Interval_22670	17	25	9	5	67	45	12	27	22
Interval_22688	4	7	40	27	9	3	0	7	4
Interval_22712	621	747	191	120	646	665	243	304	355
Interval_22722	1	2	8	1	15	12	4	5	5
Interval_22728	50	83	25	15	305	346	364	371	485
Interval_22738	299	456	175	125	433	443	359	409	439
Interval_22752	260	345	122	66	239	250	121	132	154
Interval_22765	42	52	199	106	765	820	270	370	515
Interval_22772	5	10	28	10	73	70	56	47	75
Interval_22778	9	10	48	25	159	162	172	177	277
Interval_22779	26	36	75	51	408	408	292	330	534
Interval_22820	481	626	235	141	557	562	275	347	495
Interval_22883	69	114	25	18	183	188	183	162	239
Interval_22923	86	100	29	16	52	45	34	21	39
Interval_22927	45	39	34	25	292	305	77	70	77
Interval_22970	16	34	24	9	14	12	10	4	8
Interval_22990	405	571	142	81	382	418	175	193	230
Interval_23003	751	1157	413	263	1050	1045	551	580	805
Interval_23006	33	36	112	76	357	365	246	258	375
Interval_23020	302	366	24	18	25	30	22	18	25
Interval_23031	11	15	3	5	5	4	0	1	1
Interval_23035	10	21	97	68	127	139	20	25	15
Interval_23081	11	12	12	5	11	13	9	10	11
Interval_23117	76	107	39	19	96	79	23	35	49
Interval_23153	35	55	163	89	27	19	1	4	8
Interval_23157	369	527	214	141	333	320	228	231	282
Interval_23169	90	125	6	4	11	6	0	2	1
Interval_23193	1	0	81	39	80	90	28	30	50
Interval_23212	3	4	2	1	1	2	1	0	1
Interval_23221	140	252	77	45	85	104	42	59	93
Interval_23232	9	10	6	9	60	59	199	241	254
Interval_23279	951	1084	378	234	914	907	479	510	627
Interval_23294	41	55	67	29	32	44	4	5	9
Interval_23355	9	9	5	6	4	3	2	1	1
Interval_23386	338	458	188	101	319	354	152	182	196
Interval_23388	318	502	130	85	308	339	141	176	193
Interval_23412	45	82	249	139	103	81	18	20	36
Interval_23419	2	7	51	30	14	21	7	7	10
Interval_23427	39	73	25	15	55	44	31	33	32
Interval_23445	34	47	21	11	23	23	8	12	24
Interval_23450	5	7	37	22	9	12	3	1	3
Interval_23453	25	43	8	9	13	21	13	10	7
Interval_23491	21	27	52	42	331	311	115	121	136
Interval_23503	1616	2102	591	359	1818	1774	901	1015	1340
Interval_23526	38	44	19	8	29	28	20	13	24
Interval_23553	379	630	187	125	355	408	188	220	245
Interval_23558	394	552	219	134	488	515	217	235	241
Interval_23561	82	134	58	33	115	117	30	41	62
Interval_23570	318	469	136	91	392	386	177	186	236
Interval_23604	52	108	25	17	38	42	30	31	41
Interval_23634	176	348	141	76	239	220	102	99	130
Interval_23659	8	17	22	15	19	35	5	11	7
Interval_23680	20	29	13	15	35	24	10	15	12
Interval_23780	4	6	107	54	81	56	10	13	10
Interval_23781	5	7	17	18	26	33	6	5	3
Interval_23879	1001	1118	45	35	485	495	336	383	436
Interval_23896	696	898	278	170	788	832	434	513	567
Interval_23928	1	5	21	7	6	5	1	1	3
Interval_23937	17	21	69	47	60	56	9	9	10
Interval_23981	12	24	19	10	26	23	11	8	5
Interval_24064	335	457	195	134	509	511	203	213	394
Interval_24090	15	16	3	3	7	7	1	3	10
Interval_24106	112	169	12	4	7	12	5	6	4
Interval_24121	1152	1596	475	249	974	961	458	510	701
Interval_24123	403	617	194	121	459	474	254	248	304
Interval_24131	77	128	42	29	120	118	67	90	95
Interval_24132	39	82	25	19	41	61	30	25	22
Interval_24139	2	3	2	2	2	6	0	1	1
Interval_24141	1	1	5	4	2	1	0	0	0
Interval_24144	160	192	16	8	191	159	175	161	231
Interval_24145	21	33	124	74	127	86	37	34	38
Interval_24180	2	4	41	29	17	24	3	6	5
Interval_24193	1	7	1	0	3	3	3	0	2
Interval_24207	12	33	113	67	97	104	33	37	34
Interval_24260	4	5	11	2	20	14	4	7	1
Interval_24262	16	22	57	35	36	27	3	9	3
Interval_24268	418	563	192	135	325	329	166	195	243
Interval_24280	27	48	7	7	15	8	0	2	4
Interval_24336	10	19	10	3	15	25	14	16	10
Interval_24337	21	36	5	4	15	22	17	14	9
Interval_24356	39	53	13	14	29	34	27	13	20
Interval_24373	11	25	5	2	9	9	6	9	3
Interval_24380	23	23	29	25	221	174	76	90	94
Interval_24387	5	3	49	42	15	11	1	0	5
Interval_24405	0	3	26	11	2	2	0	0	0
Interval_24409	7	12	97	57	13	10	2	2	2
Interval_24415	669	812	36	27	427	470	282	333	530
Interval_24592	7	12	16	4	112	89	56	69	88
Interval_24632	11	16	5	2	154	136	146	164	207
Interval_24644	157	204	34	17	26	16	1	3	5
Interval_24673	17	40	11	6	11	17	3	9	11
Interval_24704	18	38	21	5	38	21	14	16	15
Interval_24718	20	26	73	63	180	168	51	41	53
Interval_24737	1452	1904	560	346	1198	1269	768	801	999
Interval_24751	2	1	1	4	4	1	0	2	1
Interval_24759	745	998	273	166	740	784	374	377	567
Interval_24828	27	45	10	7	18	15	9	13	12
Interval_24833	489	661	240	157	591	574	244	281	388
Interval_24881	1	8	8	4	49	47	70	61	78
Interval_24884	19	26	7	19	126	130	129	162	181
Interval_24900	4	3	21	19	14	13	9	2	2
Interval_24923	10	19	66	39	166	153	62	63	89
Interval_24946	1000	1322	493	301	1508	1518	740	888	1117
Interval_25006	36	75	14	8	13	18	11	19	20
Interval_25103	173	216	6	6	10	5	3	2	7
Interval_25132	4	8	136	92	29	21	1	2	3
Interval_25151	936	1192	308	191	958	974	532	494	692
Interval_25163	21	63	8	9	5	9	8	4	5
Interval_25184	27	43	5	5	13	11	5	4	5
Interval_25189	981	1261	327	248	1114	1120	531	590	795
Interval_25258	14	26	10	9	15	18	9	12	11
Interval_25267	16	26	4	9	13	30	6	15	18
Interval_25335	77	115	43	26	71	68	40	46	35
Interval_25350	8	28	48	23	12	9	5	0	0
Interval_25369	1307	1552	444	256	1253	1233	725	738	879
Interval_25406	627	826	123	78	330	372	154	166	234
Interval_25412	38	50	6	2	19	23	10	9	9
Interval_25426	4	3	46	34	10	13	4	0	8
Interval_25431	967	1288	383	225	971	1005	484	500	685
Interval_25435	453	630	214	145	431	434	151	202	239
Interval_25437	55	91	40	34	92	94	43	49	51
Interval_25516	94	116	24	21	58	65	33	41	55
Interval_25543	1	11	4	3	5	0	3	1	1
Interval_25574	12	19	68	37	32	23	10	11	15
Interval_25625	25	66	15	10	21	18	12	20	18
Interval_25666	241	337	16	10	42	55	12	11	17
Interval_25667	333	398	18	17	85	76	22	17	21
Interval_25681	26	28	14	9	15	20	16	20	19
Interval_25692	299	383	136	91	266	280	125	100	148
Interval_25704	17	29	185	106	53	30	3	1	2
Interval_25723	361	491	186	107	355	396	169	189	224
Interval_25748	16	43	25	10	30	20	19	12	22
Interval_25765	6	6	43	36	4	7	3	2	4
Interval_25766	8	11	50	35	37	32	23	17	6
Interval_25767	6	6	164	102	109	96	21	16	35
Interval_25771	9	18	21	15	128	124	44	73	72
Interval_25781	488	667	208	144	462	567	231	266	482
Interval_25783	15	28	60	27	5	4	2	3	1
Interval_25865	8	7	106	72	21	29	6	3	3
Interval_25874	25	38	285	149	74	62	9	19	13
Interval_25908	37	82	8	3	23	23	12	10	14
Interval_25949	3	6	84	47	3	0	2	2	0
Interval_25985	19	24	3	6	59	70	203	229	293
Interval_26068	98	152	8	4	6	8	3	1	4
Interval_26073	5	5	107	64	21	10	5	1	10
Interval_26097	5	4	47	15	6	12	3	0	1
Interval_26101	97	160	228	129	557	580	353	354	387
Interval_26112	2	6	239	140	81	70	11	8	15
Interval_26120	4	4	76	47	8	3	1	0	1
Interval_26183	339	506	139	97	278	301	168	176	230
Interval_26185	14	22	12	5	13	23	20	14	19
Interval_26216	54	87	321	187	563	570	337	357	443
Interval_26221	15	17	54	46	81	83	61	65	82
Interval_26318	344	496	121	75	254	274	141	155	209
Interval_26344	23	45	103	66	99	99	23	20	30
Interval_26367	18	21	2	3	60	66	98	118	170
Interval_26372	20	34	29	21	248	258	218	248	303
Interval_26399	11	21	13	8	44	47	3	8	8
Interval_26402	10	16	3	3	1	2	4	2	5
Interval_26453	161	153	6	5	31	35	11	27	15
Interval_26455	332	418	19	10	24	29	2	4	5
Interval_26504	10	18	60	42	107	76	27	27	29
Interval_26517	10	6	91	55	25	18	15	14	9
Interval_26525	48	70	34	25	85	75	45	53	43
Interval_26527	32	58	68	37	279	287	246	257	296
Interval_26535	1	2	39	17	9	4	1	3	4
Interval_26575	44	80	13	14	33	38	31	33	28
Interval_26584	12	19	183	123	71	50	2	3	5
Interval_26624	39	59	21	18	55	50	30	37	31
Interval_26632	28	42	18	17	26	28	13	9	14
Interval_26659	209	242	2	1	5	4	1	3	1
Interval_26661	1233	1429	24	25	32	41	1	5	1
Interval_26680	500	684	161	107	415	451	282	290	302
Interval_26709	225	340	117	68	233	264	122	110	182
Interval_26732	7	19	0	4	3	3	1	2	3
Interval_26773	7	16	31	27	38	44	27	15	21
Interval_26821	3	2	52	28	10	8	2	3	4
Interval_26862	11	7	74	62	70	65	46	31	23
Interval_26890	5	6	65	18	11	7	6	7	6
Interval_26909	19	24	33	24	3	8	0	0	0
Interval_26913	541	749	250	180	523	619	340	311	424
Interval_26979	46	89	2	4	3	1	0	1	1
Interval_26982	256	314	16	11	64	65	19	21	26
Interval_26984	189	230	8	1	15	21	10	12	7
